MANDT,KUNNR,VKORG,VTWEG,SPART,ERDAT
311,664,UW00,WH,BI,2022-01-13
311,665,UW00,WH,BI,2022-01-04
311,666,UW00,BI,BI,2022-01-05
311,667,UW00,WH,BI,2022-05-23
311,668,UW00,BI,BI,2022-03-21
311,669,UW00,BI,BI,2022-01-01
311,670,UW00,BI,BI,2022-03-22
311,671,UW00,BI,BI,2022-02-22
311,672,UW00,BI,BI,2022-04-20
311,673,UW00,BI,BI,2022-01-17
311,674,UW00,WH,BI,2022-01-13
311,675,UW00,WH,BI,2022-01-06
311,676,UW00,WH,BI,2022-02-02
311,677,UW00,WH,BI,2022-01-30
311,678,UW00,BI,BI,2022-03-18
311,679,UW00,WH,BI,2022-11-01
311,680,UW00,WH,BI,2022-02-16
311,681,UW00,WH,BI,2022-01-31
311,682,UW00,WH,BI,2022-01-24
311,683,UW00,WH,BI,2022-04-08
311,684,UW00,WH,BI,2022-03-10
311,685,UW00,WH,BI,2022-03-04
311,686,UW00,BI,BI,2022-02-08
311,687,UW00,BI,BI,2022-03-06
311,688,UW00,BI,BI,2022-05-05
311,689,UW00,BI,BI,2022-07-05
311,690,UW00,WH,BI,2022-01-27
311,691,UW00,WH,BI,2022-08-06
311,692,UW00,BI,BI,2022-02-12
311,693,UW00,BI,BI,2022-02-13
311,694,UW00,BI,BI,2022-01-03
311,695,UW00,WH,BI,2022-01-01
311,696,UW00,WH,BI,2022-06-02
311,697,UW00,BI,BI,2022-01-23
311,698,UW00,WH,BI,2022-01-18
311,699,UW00,BI,BI,2022-01-24
311,700,UW00,WH,BI,2022-03-05
311,701,UW00,WH,BI,2022-03-13
311,702,UW00,WH,BI,2022-01-14
311,703,UW00,BI,BI,2022-02-21
311,704,UW00,WH,BI,2022-02-22
311,705,UW00,WH,BI,2022-04-26
311,706,UW00,WH,BI,2022-03-09
311,707,UW00,WH,BI,2022-01-27
311,708,UW00,BI,BI,2022-01-05
311,709,UW00,BI,BI,2022-01-05
311,710,UW00,BI,BI,2022-11-01
311,711,UW00,WH,BI,2022-01-14
311,712,UW00,BI,BI,2022-12-18
311,713,UW00,BI,BI,2022-02-01
311,714,UW00,BI,BI,2022-08-02
311,715,UW00,BI,BI,2022-01-01
311,716,UW00,BI,BI,2022-03-16
311,717,UW00,BI,BI,2022-05-05
311,718,UW00,WH,BI,2022-01-09
311,719,UW00,WH,BI,2022-03-17
311,720,UW00,BI,BI,2022-03-05
311,721,UW00,BI,BI,2022-02-09
311,722,UW00,BI,BI,2022-01-01
311,723,UW00,WH,BI,2023-01-31
311,724,UW00,WH,BI,2022-02-05
311,725,UW00,WH,BI,2022-02-15
311,726,UW00,WH,BI,2022-01-16
311,727,UW00,BI,BI,2022-03-27
311,728,UW00,WH,BI,2022-01-24
311,729,UW00,WH,BI,2022-01-05
311,730,UW00,BI,BI,2022-02-15
311,731,UW00,BI,BI,2023-01-22
311,732,UW00,BI,BI,2022-01-29
311,733,UW00,WH,BI,2022-01-28
311,734,UW00,BI,BI,2022-01-16
311,735,UW00,BI,BI,2022-01-19
311,736,UW00,WH,BI,2022-02-05
311,737,UW00,BI,BI,2022-06-18
311,738,UW00,BI,BI,2022-01-04
311,739,UW00,BI,BI,2022-03-05
311,740,UW00,BI,BI,2022-01-25
311,741,UW00,BI,BI,2022-04-28
311,742,UW00,WH,BI,2022-03-28
311,743,UW00,WH,BI,2022-01-11
311,744,UW00,BI,BI,2022-01-26
311,745,UW00,BI,BI,2022-01-13
311,746,UW00,BI,BI,2022-02-09
311,747,UW00,BI,BI,2022-01-07
311,748,UW00,BI,BI,2022-03-30
311,749,UW00,WH,BI,2022-02-06
311,750,UW00,BI,BI,2022-02-28
311,751,UW00,WH,BI,2022-01-09
311,752,UW00,BI,BI,2022-04-23
311,753,UW00,BI,BI,2022-01-05
311,754,UW00,BI,BI,2022-03-31
311,755,UW00,WH,BI,2023-07-15
311,756,UW00,BI,BI,2022-01-08
311,757,UW00,WH,BI,2022-06-23
311,758,UW00,BI,BI,2022-02-16
311,759,UW00,BI,BI,2022-01-29
311,760,UW00,WH,BI,2022-02-14
311,761,UW00,WH,BI,2022-03-09
311,762,UW00,BI,BI,2022-02-14
311,763,UW00,BI,BI,2022-02-03
311,764,UW00,BI,BI,2022-01-01
311,765,UW00,WH,BI,2022-01-21
311,766,UW00,WH,BI,2022-01-04
311,767,UW00,BI,BI,2022-01-20
311,768,UW00,WH,BI,2022-01-26
311,769,UW00,BI,BI,2022-01-04
311,770,UW00,BI,BI,2022-02-16
311,771,UW00,BI,BI,2022-01-02
311,772,UW00,WH,BI,2022-04-28
311,773,UW00,WH,BI,2022-01-16
311,774,UW00,WH,BI,2022-02-18
311,775,UW00,WH,BI,2022-02-24
311,776,UW00,BI,BI,2022-01-26
311,777,UW00,WH,BI,2022-02-13
311,778,UW00,BI,BI,2022-03-29
311,779,UW00,WH,BI,2022-02-07
311,780,UW00,WH,BI,2022-03-10
311,781,UW00,WH,BI,2022-02-27
311,782,UW00,BI,BI,2022-01-12
311,783,UW00,WH,BI,2022-05-08
311,784,UW00,WH,BI,2022-02-20
311,785,UW00,BI,BI,2022-02-10
311,786,UW00,BI,BI,2022-04-21
311,787,UW00,BI,BI,2022-01-09
311,788,UW00,BI,BI,2022-01-24
311,789,UW00,BI,BI,2022-01-27
311,790,UW00,BI,BI,2022-02-03
311,791,UW00,WH,BI,2022-01-06
311,792,UW00,BI,BI,2022-01-06
311,793,UW00,WH,BI,2022-01-17
311,794,UW00,BI,BI,2022-01-14
311,795,UW00,WH,BI,2022-01-10
311,796,UW00,WH,BI,2022-05-19
311,797,UW00,WH,BI,2022-06-26
311,798,UW00,BI,BI,2022-03-21
311,799,UW00,BI,BI,2022-03-04
311,800,UW00,BI,BI,2022-01-02
311,801,UW00,BI,BI,2022-01-21
311,802,UW00,WH,BI,2022-01-31
311,803,UW00,BI,BI,2022-02-01
311,804,UW00,BI,BI,2022-01-30
311,805,UW00,BI,BI,2022-01-22
311,806,UW00,WH,BI,2022-01-10
311,807,UW00,BI,BI,2022-02-28
311,808,UW00,BI,BI,2022-04-03
311,809,UW00,BI,BI,2022-08-06
311,810,UW00,BI,BI,2022-04-20
311,811,UW00,BI,BI,2022-01-09
311,812,UW00,BI,BI,2022-01-25
311,813,UW00,BI,BI,2022-01-04
311,814,UW00,WH,BI,2022-02-28
311,815,UW00,WH,BI,2022-05-02
311,816,UW00,BI,BI,2022-02-11
311,817,UW00,WH,BI,2022-01-13
311,818,UW00,BI,BI,2022-03-14
311,819,UW00,WH,BI,2022-02-22
311,820,UW00,BI,BI,2022-07-01
311,821,UW00,BI,BI,2022-03-31
311,822,UW00,BI,BI,2022-01-25
311,823,UW00,BI,BI,2022-01-05
311,824,UW00,WH,BI,2022-01-25
311,825,UW00,BI,BI,2022-02-03
311,826,UW00,WH,BI,2022-05-20
311,827,UW00,WH,BI,2022-10-31
311,828,UW00,BI,BI,2022-01-28
311,829,UW00,WH,BI,2022-01-25
311,830,UW00,BI,BI,2022-01-01
311,831,UW00,WH,BI,2022-04-27
311,832,UW00,BI,BI,2022-04-12
311,833,UW00,WH,BI,2022-01-09
311,834,UW00,WH,BI,2022-06-30
311,835,UW00,BI,BI,2022-02-04
311,836,UW00,WH,BI,2022-01-29
311,837,UW00,WH,BI,2022-01-05
311,838,UW00,BI,BI,2022-02-17
311,839,UW00,BI,BI,2022-01-10
311,840,UW00,BI,BI,2022-01-23
311,841,UW00,BI,BI,2022-01-04
311,842,UW00,WH,BI,2022-03-10
311,843,UW00,BI,BI,2022-01-11
311,844,UW00,BI,BI,2022-02-17
311,845,UW00,BI,BI,2022-03-02
311,846,UW00,BI,BI,2022-02-08
311,847,UW00,WH,BI,2022-01-13
311,848,UW00,WH,BI,2022-01-07
311,849,UW00,WH,BI,2022-03-16
311,850,UW00,BI,BI,2022-06-22
311,851,UW00,WH,BI,2022-06-12
311,852,UW00,WH,BI,2022-03-11
311,853,UW00,BI,BI,2022-01-24
311,854,UW00,WH,BI,2022-01-04
311,855,UW00,WH,BI,2022-03-04
311,856,UW00,BI,BI,2022-04-15
311,857,UW00,WH,BI,2022-03-06
311,858,UW00,BI,BI,2022-01-19
311,859,UW00,WH,BI,2022-02-05
311,860,UW00,WH,BI,2022-07-22
311,861,UW00,BI,BI,2022-01-07
311,862,UW00,WH,BI,2022-03-24
311,863,UW00,BI,BI,2022-01-31
311,864,UW00,BI,BI,2022-01-06
311,865,UW00,BI,BI,2022-02-08
311,866,UW00,BI,BI,2022-02-10
311,867,UW00,WH,BI,2022-01-05
311,868,UW00,WH,BI,2022-01-04
311,869,UW00,BI,BI,2022-01-02
311,870,UW00,WH,BI,2022-01-29
311,871,UW00,WH,BI,2022-03-22
311,872,UW00,WH,BI,2022-03-24
311,873,UW00,WH,BI,2022-01-16
311,874,UW00,BI,BI,2022-06-09
311,875,UW00,WH,BI,2022-03-17
311,876,UW00,BI,BI,2022-01-25
311,877,UW00,WH,BI,2022-03-24
311,878,UW00,WH,BI,2022-01-31
311,879,UW00,BI,BI,2022-02-27
311,880,UW00,BI,BI,2022-04-18
311,881,UW00,BI,BI,2022-01-22
311,882,UW00,BI,BI,2022-11-01
311,883,UW00,WH,BI,2022-01-23
311,884,UW00,BI,BI,2022-02-22
311,885,UW00,BI,BI,2022-03-10
311,886,UW00,WH,BI,2022-05-03
311,887,UW00,WH,BI,2022-04-22
311,888,UW00,BI,BI,2022-01-14
311,889,UW00,BI,BI,2022-02-20
311,890,UW00,BI,BI,2022-01-28
311,891,UW00,BI,BI,2022-02-10
311,892,UW00,BI,BI,2022-03-18
311,893,UW00,BI,BI,2022-02-14
311,894,UW00,BI,BI,2022-01-30
311,895,UW00,WH,BI,2022-01-31
311,896,UW00,BI,BI,2022-01-31
311,897,UW00,BI,BI,2022-02-09
311,898,UW00,WH,BI,2022-01-22
311,899,UW00,WH,BI,2022-03-13
311,900,UW00,BI,BI,2022-01-27
311,901,UW00,BI,BI,2022-05-16
311,902,UW00,BI,BI,2022-02-02
311,903,UW00,BI,BI,2022-03-14
311,904,UW00,WH,BI,2022-02-07
311,905,UW00,BI,BI,2022-01-02
311,906,UW00,BI,BI,2022-03-19
311,907,UW00,WH,BI,2022-09-01
311,908,UW00,WH,BI,2022-02-03
311,909,UW00,BI,BI,2022-01-26
311,910,UW00,BI,BI,2022-01-11
311,911,UW00,WH,BI,2022-01-17
311,912,UW00,BI,BI,2022-05-28
311,913,UW00,WH,BI,2022-02-14
311,914,UW00,WH,BI,2022-01-02
311,915,UW00,BI,BI,2022-02-27
311,916,UW00,WH,BI,2022-02-25
311,917,UW00,WH,BI,2022-01-12
311,918,UW00,WH,BI,2022-01-16
311,919,UW00,BI,BI,2022-01-01
311,920,UW00,BI,BI,2022-01-17
311,921,UW00,WH,BI,2022-01-09
311,922,UW00,BI,BI,2022-01-18
311,923,UW00,WH,BI,2022-02-25
311,924,UW00,WH,BI,2022-03-12
311,925,UW00,BI,BI,2022-02-09
311,926,UW00,BI,BI,2022-05-01
311,927,UW00,BI,BI,2022-06-10
311,928,UW00,WH,BI,2022-02-24
311,929,UW00,WH,BI,2022-02-26
311,930,UW00,WH,BI,2022-02-02
311,931,UW00,BI,BI,2022-05-22
311,932,UW00,BI,BI,2022-12-18
311,933,UW00,WH,BI,2022-01-14
311,934,UW00,BI,BI,2022-04-28
311,935,UW00,BI,BI,2022-01-14
311,936,UW00,BI,BI,2022-06-07
311,937,UW00,BI,BI,2022-01-01
311,938,UW00,WH,BI,2022-01-02
311,939,UW00,BI,BI,2022-03-01
311,940,UW00,WH,BI,2022-01-14
311,941,UW00,WH,BI,2022-01-06
311,942,UW00,WH,BI,2022-01-16
311,943,UW00,BI,BI,2022-04-05
311,944,UW00,BI,BI,2022-01-16
311,945,UW00,WH,BI,2022-01-16
311,946,UW00,BI,BI,2022-02-28
311,947,UW00,WH,BI,2022-01-24
311,948,UW00,BI,BI,2022-03-17
311,949,UW00,WH,BI,2022-01-06
311,950,UW00,BI,BI,2022-02-21
311,951,UW00,BI,BI,2022-01-11
311,952,UW00,BI,BI,2022-02-19
311,953,UW00,BI,BI,2022-07-21
311,954,UW00,BI,BI,2022-01-28
311,955,UW00,WH,BI,2022-02-12
311,956,UW00,WH,BI,2022-03-13
311,957,UW00,BI,BI,2022-01-01
311,958,UW00,WH,BI,2022-02-02
311,959,UW00,BI,BI,2022-01-07
311,960,UW00,WH,BI,2022-01-09
311,961,UW00,WH,BI,2022-01-03
311,962,UW00,BI,BI,2022-01-16
311,963,UW00,BI,BI,2022-02-03
311,964,UW00,BI,BI,2022-01-02
311,965,UW00,WH,BI,2022-01-11
311,966,UW00,WH,BI,2022-03-14
311,967,UW00,WH,BI,2022-02-15
311,968,UW00,WH,BI,2022-03-17
311,969,UW00,BI,BI,2022-01-12
311,970,UW00,BI,BI,2022-02-11
311,971,UW00,WH,BI,2022-02-05
311,972,UW00,WH,BI,2022-06-10
311,973,UW00,WH,BI,2022-01-03
311,974,UW00,WH,BI,2022-04-13
311,975,UW00,BI,BI,2022-01-05
311,976,UW00,BI,BI,2022-06-23
311,977,UW00,BI,BI,2022-01-31
311,978,UW00,BI,BI,2022-03-04
311,979,UW00,WH,BI,2022-03-07
311,980,UW00,BI,BI,2022-02-22
311,981,UW00,WH,BI,2022-01-21
311,982,UW00,BI,BI,2022-01-29
311,983,UW00,BI,BI,2022-01-18
311,984,UW00,BI,BI,2022-01-14
311,985,UW00,WH,BI,2022-03-05
311,986,UW00,BI,BI,2022-08-31
311,987,UW00,WH,BI,2022-05-22
311,988,UW00,BI,BI,2022-03-24
311,989,UW00,BI,BI,2022-01-17
311,990,UW00,WH,BI,2022-01-01
311,991,UW00,BI,BI,2022-01-20
311,992,UW00,WH,BI,2022-01-01
311,993,UW00,BI,BI,2022-01-23
311,994,UW00,BI,BI,2022-01-29
311,995,UW00,WH,BI,2022-01-04
311,996,UW00,BI,BI,2022-02-05
311,997,UW00,BI,BI,2022-02-11
311,998,UW00,WH,BI,2022-04-02
311,999,UW00,WH,BI,2022-02-01
311,1000,UW00,BI,BI,2022-02-06
311,1001,UW00,WH,BI,2022-05-29
311,1002,UW00,WH,BI,2022-01-03
311,1003,UW00,WH,BI,2022-01-01
311,1004,UW00,WH,BI,2022-02-19
311,1005,UW00,BI,BI,2022-01-02
311,1006,UW00,WH,BI,2022-08-27
311,1007,UW00,WH,BI,2022-01-03
311,1008,UW00,WH,BI,2022-06-02
311,1009,UW00,WH,BI,2022-05-15
311,1010,UW00,WH,BI,2022-03-06
311,1011,UW00,WH,BI,2022-09-14
311,1012,UW00,WH,BI,2022-01-13
311,1013,UW00,BI,BI,2022-03-22
311,1014,UW00,WH,BI,2022-02-04
311,1015,UW00,WH,BI,2022-01-09
311,1016,UW00,BI,BI,2022-02-05
311,1017,UW00,WH,BI,2022-02-04
311,1018,UW00,WH,BI,2022-01-08
311,1019,UW00,BI,BI,2022-03-02
311,1020,UW00,WH,BI,2022-01-09
311,1021,UW00,WH,BI,2022-03-10
311,1022,UW00,WH,BI,2022-02-10
311,1023,UW00,WH,BI,2022-01-11
311,1024,UW00,WH,BI,2022-01-02
311,1025,UW00,BI,BI,2022-07-01
311,1026,UW00,WH,BI,2022-01-01
311,1027,UW00,BI,BI,2022-01-05
311,1028,UW00,WH,BI,2022-01-08
311,1029,UW00,WH,BI,2022-01-27
311,1030,UW00,BI,BI,2022-01-31
311,1031,UW00,WH,BI,2022-01-29
311,1032,UW00,WH,BI,2022-03-06
311,1033,UW00,BI,BI,2022-01-16
311,1034,UW00,WH,BI,2022-02-27
311,1035,UW00,WH,BI,2022-01-25
311,1036,UW00,BI,BI,2022-02-17
311,1037,UW00,BI,BI,2022-03-24
311,1038,UW00,BI,BI,2022-03-18
311,1039,UW00,WH,BI,2022-01-02
311,1040,UW00,BI,BI,2022-05-26
311,1041,UW00,WH,BI,2022-01-10
311,1042,UW00,WH,BI,2022-07-02
311,1043,UW00,BI,BI,2022-01-03
311,1044,UW00,BI,BI,2022-01-17
311,1045,UW00,WH,BI,2022-01-03
311,1046,UW00,WH,BI,2022-03-11
311,1047,UW00,BI,BI,2022-01-20
311,1048,UW00,BI,BI,2022-08-27
311,1049,UW00,BI,BI,2022-05-25
311,1050,UW00,WH,BI,2022-02-04
311,1051,UW00,BI,BI,2022-03-23
311,1052,UW00,BI,BI,2022-04-14
311,1053,UW00,WH,BI,2022-01-02
311,1054,UW00,WH,BI,2022-04-16
311,1055,UW00,BI,BI,2022-02-26
311,1056,UW00,WH,BI,2022-03-17
311,1057,UW00,WH,BI,2022-03-24
311,1058,UW00,WH,BI,2022-01-06
311,1059,UW00,BI,BI,2022-01-28
311,1060,UW00,BI,BI,2022-01-25
311,1061,UW00,BI,BI,2022-01-14
311,1062,UW00,BI,BI,2022-01-04
311,1063,UW00,BI,BI,2022-01-17
311,1064,UW00,BI,BI,2022-01-12
311,1065,UW00,WH,BI,2022-02-02
311,1066,UW00,WH,BI,2022-02-20
311,1067,UW00,WH,BI,2022-02-10
311,1068,UW00,BI,BI,2022-01-24
311,1069,UW00,BI,BI,2022-03-10
311,1070,UW00,WH,BI,2022-03-15
311,1071,UW00,BI,BI,2022-01-13
311,1072,UW00,BI,BI,2023-10-27
311,1073,UW00,BI,BI,2022-02-18
311,1074,UW00,BI,BI,2022-01-10
311,1075,UW00,BI,BI,2022-03-15
311,1076,UW00,WH,BI,2022-01-21
311,1077,UW00,BI,BI,2022-01-24
311,1078,UW00,BI,BI,2022-04-26
311,1079,UW00,BI,BI,2022-01-02
311,1080,UW00,BI,BI,2022-05-18
311,1081,UW00,BI,BI,2022-01-08
311,1082,UW00,WH,BI,2022-01-17
311,1083,UW00,BI,BI,2022-03-01
311,1084,UW00,WH,BI,2022-01-05
311,1085,UW00,WH,BI,2023-10-02
311,1086,UW00,WH,BI,2022-05-02
311,1087,UW00,WH,BI,2022-01-04
311,1088,UW00,BI,BI,2022-02-16
311,1089,UW00,WH,BI,2022-02-13
311,1090,UW00,BI,BI,2022-08-24
311,1091,UW00,WH,BI,2022-01-31
311,1092,UW00,WH,BI,2022-01-29
311,1093,UW00,BI,BI,2022-01-03
311,1094,UW00,WH,BI,2022-01-11
311,1095,UW00,BI,BI,2022-01-22
311,1096,UW00,BI,BI,2022-01-22
311,1097,UW00,BI,BI,2022-01-05
311,1098,UW00,WH,BI,2022-03-15
311,1099,UW00,BI,BI,2022-03-23
311,1100,UW00,BI,BI,2022-01-25
311,1101,UW00,BI,BI,2022-02-06
311,1102,UW00,WH,BI,2022-02-12
311,1103,UW00,WH,BI,2022-04-16
311,1104,UW00,WH,BI,2022-01-09
311,1105,UW00,BI,BI,2022-01-21
311,1106,UW00,WH,BI,2022-01-10
311,1107,UW00,WH,BI,2022-01-05
311,1108,UW00,BI,BI,2022-01-05
311,1109,UW00,BI,BI,2022-03-15
311,1110,UW00,WH,BI,2022-08-10
311,1111,UW00,BI,BI,2022-03-07
311,1112,UW00,WH,BI,2022-05-21
311,1113,UW00,BI,BI,2022-01-15
311,1114,UW00,WH,BI,2022-01-03
311,1115,UW00,BI,BI,2022-03-15
311,1116,UW00,WH,BI,2022-02-14
311,1117,UW00,WH,BI,2022-01-16
311,1118,UW00,BI,BI,2022-01-15
311,1119,UW00,BI,BI,2022-01-03
311,1120,UW00,BI,BI,2022-02-23
311,1121,UW00,BI,BI,2022-01-19
311,1122,UW00,WH,BI,2022-01-19
311,1123,UW00,WH,BI,2022-01-27
311,1124,UW00,WH,BI,2022-02-14
311,1125,UW00,BI,BI,2022-01-01
311,1126,UW00,WH,BI,2022-01-18
311,1127,UW00,WH,BI,2022-05-20
311,1128,UW00,WH,BI,2022-02-07
311,1129,UW00,WH,BI,2022-01-16
311,1130,UW00,WH,BI,2022-08-07
311,1131,UW00,BI,BI,2022-02-08
311,1132,UW00,BI,BI,2022-01-23
311,1133,UW00,BI,BI,2022-02-26
311,1134,UW00,BI,BI,2022-03-24
311,1135,UW00,WH,BI,2022-09-19
311,1136,UW00,BI,BI,2022-08-10
311,1137,UW00,BI,BI,2022-01-27
311,1138,UW00,BI,BI,2022-03-19
311,1139,UW00,WH,BI,2022-03-06
311,1140,UW00,WH,BI,2022-03-19
311,1141,UW00,WH,BI,2022-02-13
311,1142,UW00,WH,BI,2022-01-22
311,1143,UW00,WH,BI,2022-01-28
311,1144,UW00,WH,BI,2022-01-31
311,1145,UW00,BI,BI,2022-01-06
311,1146,UW00,BI,BI,2022-06-30
311,1147,UW00,BI,BI,2022-01-12
311,1148,UW00,BI,BI,2022-01-14
311,1149,UW00,BI,BI,2022-02-06
311,1150,UW00,BI,BI,2022-01-14
311,1151,UW00,BI,BI,2022-01-07
311,1152,UW00,WH,BI,2022-01-01
311,1153,UW00,WH,BI,2022-01-26
311,1154,UW00,BI,BI,2022-02-24
311,1155,UW00,BI,BI,2022-01-12
311,1156,UW00,WH,BI,2022-06-05
311,1157,UW00,BI,BI,2022-02-06
311,1158,UW00,BI,BI,2022-03-22
311,1159,UW00,BI,BI,2022-01-24
311,1160,UW00,WH,BI,2022-01-12
311,1161,UW00,WH,BI,2022-01-31
311,1162,UW00,BI,BI,2022-01-29
311,1163,UW00,WH,BI,2022-01-22
311,1164,UW00,WH,BI,2022-06-06
311,1165,UW00,WH,BI,2022-01-01
311,1166,UW00,BI,BI,2022-02-04
311,1167,UW00,WH,BI,2022-01-01
311,1168,UW00,WH,BI,2022-10-10
311,1169,UW00,BI,BI,2022-01-09
311,1170,UW00,BI,BI,2022-01-14
311,1171,UW00,BI,BI,2022-02-01
311,1172,UW00,WH,BI,2022-01-11
311,1173,UW00,WH,BI,2022-01-31
311,1174,UW00,BI,BI,2022-09-28
311,1175,UW00,BI,BI,2022-01-03
311,1176,UW00,WH,BI,2022-01-13
311,1177,UW00,WH,BI,2022-01-20
311,1178,UW00,BI,BI,2022-03-28
311,1179,UW00,WH,BI,2022-03-13
311,1180,UW00,BI,BI,2022-02-20
311,1181,UW00,WH,BI,2022-02-11
311,1182,UW00,BI,BI,2022-01-01
311,1183,UW00,WH,BI,2022-01-07
311,1184,UW00,BI,BI,2022-01-25
311,1185,UW00,WH,BI,2022-01-01
311,1186,UW00,BI,BI,2022-02-06
311,1187,UW00,WH,BI,2022-01-27
311,1188,UW00,BI,BI,2022-05-22
311,1189,UW00,BI,BI,2022-02-19
311,1190,UW00,BI,BI,2022-03-30
311,1191,UW00,BI,BI,2022-08-11
311,1192,UW00,BI,BI,2022-01-20
311,1193,UW00,WH,BI,2022-03-07
311,1194,UW00,BI,BI,2022-01-04
311,1195,UW00,WH,BI,2022-02-28
311,1196,UW00,BI,BI,2022-01-15
311,1197,UW00,WH,BI,2022-03-11
311,1198,UW00,BI,BI,2023-07-30
311,1199,UW00,BI,BI,2022-05-16
311,1200,UW00,WH,BI,2022-07-12
311,1201,UW00,BI,BI,2022-01-03
311,1202,UW00,WH,BI,2022-03-13
311,1203,UW00,WH,BI,2022-02-02
311,1204,UW00,BI,BI,2022-01-11
311,1205,UW00,BI,BI,2022-10-02
311,1206,UW00,WH,BI,2022-01-30
311,1207,UW00,BI,BI,2022-06-07
311,1208,UW00,BI,BI,2022-01-26
311,1209,UW00,BI,BI,2022-01-17
311,1210,UW00,WH,BI,2022-01-16
311,1211,UW00,BI,BI,2022-01-10
311,1212,UW00,WH,BI,2022-03-24
311,1213,UW00,WH,BI,2022-02-08
311,1214,UW00,WH,BI,2022-02-20
311,1215,UW00,WH,BI,2022-02-13
311,1216,UW00,BI,BI,2022-01-16
311,1217,UW00,BI,BI,2022-01-07
311,1218,UW00,WH,BI,2022-02-08
311,1219,UW00,WH,BI,2022-09-01
311,1220,UW00,WH,BI,2022-01-03
311,1221,UW00,WH,BI,2022-01-26
311,1222,UW00,BI,BI,2022-02-01
311,1223,UW00,WH,BI,2022-01-03
311,1224,UW00,WH,BI,2022-01-07
311,1225,UW00,WH,BI,2022-02-22
311,1226,UW00,WH,BI,2022-05-02
311,1227,UW00,WH,BI,2022-06-06
311,1228,UW00,BI,BI,2022-02-05
311,1229,UW00,BI,BI,2022-05-03
311,1230,UW00,BI,BI,2022-07-10
311,1231,UW00,BI,BI,2022-02-02
311,1232,UW00,BI,BI,2022-01-12
311,1233,UW00,WH,BI,2022-02-25
311,1234,UW00,BI,BI,2022-01-20
311,1235,UW00,WH,BI,2022-10-06
311,1236,UW00,BI,BI,2022-03-25
311,1237,UW00,BI,BI,2022-01-17
311,1238,UW00,BI,BI,2022-01-02
311,1239,UW00,BI,BI,2022-03-22
311,1240,UW00,WH,BI,2022-01-24
311,1241,UW00,BI,BI,2022-01-02
311,1242,UW00,WH,BI,2022-01-06
311,1243,UW00,BI,BI,2022-01-07
311,1244,UW00,BI,BI,2022-01-02
311,1245,UW00,BI,BI,2022-01-21
311,1246,UW00,WH,BI,2022-05-31
311,1247,UW00,WH,BI,2022-10-12
311,1248,UW00,BI,BI,2022-02-07
311,1249,UW00,BI,BI,2022-03-06
311,1250,UW00,WH,BI,2022-01-20
311,1251,UW00,WH,BI,2022-02-09
311,1252,UW00,BI,BI,2022-01-30
311,1253,UW00,BI,BI,2022-01-15
311,1254,UW00,WH,BI,2022-02-01
311,1255,UW00,BI,BI,2022-04-19
311,1256,UW00,WH,BI,2022-01-30
311,1257,UW00,BI,BI,2022-02-16
311,1258,UW00,BI,BI,2022-04-29
311,1259,UW00,WH,BI,2022-02-15
311,1260,UW00,WH,BI,2022-03-05
311,1261,UW00,BI,BI,2022-03-23
311,1262,UW00,WH,BI,2022-01-16
311,1263,UW00,BI,BI,2022-01-19
311,1264,UW00,WH,BI,2022-01-12
311,1265,UW00,WH,BI,2022-01-07
311,1266,UW00,WH,BI,2022-01-07
311,1267,UW00,WH,BI,2022-04-05
311,1268,UW00,BI,BI,2022-01-19
311,1269,UW00,BI,BI,2022-01-04
311,1270,UW00,WH,BI,2022-05-16
311,1271,UW00,BI,BI,2022-01-11
311,1272,UW00,BI,BI,2022-01-06
311,1273,UW00,BI,BI,2022-03-16
311,1274,UW00,BI,BI,2022-01-23
311,1275,UW00,BI,BI,2022-01-27
311,1276,UW00,BI,BI,2022-01-09
311,1277,UW00,WH,BI,2022-01-19
311,1278,UW00,BI,BI,2022-11-19
311,1279,UW00,WH,BI,2023-10-01
311,1280,UW00,BI,BI,2022-02-10
311,1281,UW00,WH,BI,2022-04-06
311,1282,UW00,BI,BI,2022-01-11
311,1283,UW00,BI,BI,2022-03-09
311,1284,UW00,BI,BI,2022-02-24
311,1285,UW00,WH,BI,2022-02-05
311,1286,UW00,BI,BI,2022-07-31
311,1287,UW00,WH,BI,2022-01-07
311,1288,UW00,WH,BI,2022-01-31
311,1289,UW00,BI,BI,2022-03-27
311,1290,UW00,BI,BI,2022-05-01
311,1291,UW00,BI,BI,2022-03-06
311,1292,UW00,WH,BI,2022-01-04
311,1293,UW00,WH,BI,2022-03-18
311,1294,UW00,BI,BI,2022-01-06
311,1295,UW00,BI,BI,2022-01-06
311,1296,UW00,BI,BI,2022-01-19
311,1297,UW00,WH,BI,2022-01-09
311,1298,UW00,WH,BI,2022-01-30
311,1299,UW00,BI,BI,2022-01-13
311,1300,UW00,BI,BI,2022-01-01
311,1301,UW00,WH,BI,2022-01-07
311,1302,UW00,BI,BI,2022-01-02
311,1303,UW00,BI,BI,2022-01-03
311,1304,UW00,WH,BI,2022-02-20
311,1305,UW00,WH,BI,2022-01-01
311,1306,UW00,BI,BI,2022-02-04
311,1307,UW00,BI,BI,2022-01-24
311,1308,UW00,WH,BI,2022-02-13
311,1309,UW00,WH,BI,2022-01-31
311,1310,UW00,WH,BI,2022-01-29
311,1311,UW00,WH,BI,2022-06-01
311,1312,UW00,WH,BI,2022-01-17
311,1313,UW00,BI,BI,2022-05-28
